index,split
7531,valid
7532,train
7533,train
7534,valid
7535,train
7536,train
7537,train
7538,train
7539,train
7540,valid
7541,train
7542,train
7543,train
7544,train
7545,train
7546,test
7547,train
7548,train
7549,train
7550,train
7551,train
7552,valid
7553,train
7554,train
7555,train
7556,train
7557,train
7558,train
7559,train
7560,train
7561,train
7562,train
7563,test
7564,test
7565,train
7566,valid
7567,test
7568,test
7569,train
7570,train
7571,train
7572,train
7573,train
7574,valid
7575,train
7576,train
7577,train
7578,train
7579,train
7580,train
7581,train
7582,train
7583,train
7584,train
7585,train
7586,test
7587,train
7588,train
7589,train
7590,train
7591,train
7592,train
7593,train
7594,train
7595,train
7596,train
7597,train
7598,train
7599,train
7600,train
7601,valid
7602,train
7603,train
7604,train
7605,train
7606,train
7607,train
7608,train
7609,test
7610,train
7611,train
7612,train
7613,test
7614,train
7615,test
7616,train
7617,train
7618,train
7619,train
7620,train
7621,valid
7622,train
7623,train
7624,valid
7625,train
7626,train
7627,train
7628,train
7629,valid
7630,valid
7631,train
7632,train
7633,train
7634,train
7635,train
7636,train
7637,train
7638,train
7639,train
7640,train
7641,train
7642,train
7643,valid
7644,train
7645,train
7646,train
7647,train
7648,train
7649,train
7650,valid
7651,train
7652,train
7653,train
7654,train
7655,valid
7656,train
7657,train
7658,train
7659,train
7660,test
7661,train
7662,train
7663,train
7664,train
7665,train
7666,train
7667,train
7668,train
7669,test
7670,train
7671,train
7672,train
7673,test
7674,test
7675,valid
7676,train
7677,train
7678,train
7679,test
7680,train
7681,train
7682,train
7683,train
7684,train
7685,test
7686,train
7687,train
7688,test
7689,train
7690,valid
7691,train
7692,train
7693,train
7694,train
7695,train
7696,train
7697,train
7698,train
7699,train
7700,train
7701,train
7702,train
7703,train
7704,train
7705,train
7706,valid
7707,train
7708,train
7709,train
7710,train
7711,train
7712,train
7713,train
7714,train
7715,test
7716,train
7717,train
7718,train
7719,train
7720,train
7721,train
7722,train
7723,train
7724,train
7725,train
7726,train
7727,test
7728,train
7729,train
7730,train
7731,train
7732,train
7733,train
7734,valid
7735,train
7736,train
7737,train
7738,train
7739,valid
7740,train
7741,train
7742,test
7743,train
7744,train
7745,test
7746,train
7747,valid
7748,train
7749,train
7750,train
7751,train
7752,train
7753,train
7754,train
7755,train
7756,train
7757,train
7758,train
7759,train
7760,valid
7761,train
7762,train
7763,train
7764,valid
7765,train
7766,train
7767,train
7768,train
7769,train
7770,train
7771,train
7772,train
7773,test
7774,train
7775,train
7776,train
7777,train
7778,test
7779,test
7780,train
7781,train
7782,train
7783,train
7784,train
7785,train
7786,train
7787,train
7788,train
7789,train
7790,train
7791,test
7792,train
7793,train
7794,train
7795,valid
7796,train
7797,train
7798,train
7799,train
7800,train
7801,train
7802,train
7803,train
7804,train
7805,train
7806,train
7807,train
7808,train
7809,valid
7810,train
7811,valid
7812,valid
7813,test
7814,train
7815,train
7816,train
7817,train
7818,test
7819,train
7820,train
7821,train
7822,test
7823,train
7824,train
7825,train
7826,train
7827,test
7828,train
7829,train
7830,train
7831,train
7832,train
7833,train
7834,train
7835,train
7836,train
7837,train
7838,test
7839,train
7840,train
7841,train
7842,test
7843,train
7844,valid
7845,train
7846,train
7847,train
7848,test
7849,train
7850,train
7851,train
7852,valid
7853,train
7854,train
7855,train
7856,valid
7857,valid
7858,train
7859,train
7860,train
7861,train
7862,train
7863,train
7864,train
7865,train
7866,train
7867,train
7868,train
7869,test
7870,train
7871,train
7872,train
7873,train
7874,train
7875,train
7876,valid
7877,train
7878,train
7879,train
7880,train
7881,train
7882,train
7883,train
7884,valid
7885,train
7886,train
7887,train
7888,train
7889,train
7890,train
7891,test
7892,test
7893,train
7894,train
7895,train
7896,train
7897,train
7898,train
7899,train
7900,train
7901,valid
7902,train
7903,train
7904,valid
7905,train
7906,train
7907,valid
7908,train
7909,train
7910,train
7911,train
7912,train
7913,valid
7914,train
7915,test
7916,train
7917,train
7918,test
7919,train
7920,valid
7921,train
7922,test
7923,train
7924,train
7925,train
7926,train
7927,train
7928,train
7929,train
7930,test
7931,valid
7932,train
7933,valid
7934,train
7935,train
7936,train
7937,train
7938,train
7939,train
7940,valid
7941,valid
7942,test
7943,valid
7944,train
7945,train
7946,train
7947,train
7948,train
7949,train
7950,train
7951,test
7952,train
7953,test
7954,train
7955,test
7956,valid
7957,train
7958,train
7959,train
7960,train
7961,train
7962,train
7963,valid
7964,train
7965,train
7966,train
7967,train
7968,train
7969,train
7970,train
7971,valid
7972,train
7973,test
7974,test
7975,train
7976,train
7977,valid
7978,train
7979,train
7980,train
7981,train
7982,train
7983,train
7984,train
7985,train
7986,train
7987,test
7988,train
7989,train
7990,train
7991,train
7992,test
7993,train
7994,test
7995,train
7996,train
7997,train
7998,train
7999,train
8000,train
8001,train
8002,train
8003,train
8004,train
8005,train
8006,train
8007,train
8008,train
8009,test
8010,valid
8011,train
8012,train
8013,valid
8014,train
8015,train
8016,train
8017,train
8018,train
8019,train
8020,train
8021,train
8022,train
8023,train
8024,train
8025,train
8026,valid
8027,train
8028,train
8029,train
8030,train
8031,test
8032,train
8033,train
8034,train
8035,train
8036,train
8037,train
8038,train
8039,test
8040,train
8041,train
8042,train
8043,train
8044,train
8045,valid
8046,train
8047,train
8048,train
8049,train
8050,test
8051,train
8052,test
8053,train
8054,train
8055,train
8056,train
8057,train
8058,train
8059,train
8060,valid
8061,train
8062,valid
8063,train
8064,train
8065,train
8066,train
8067,train
8068,train
8069,train
8070,train
8071,train
8072,test
8073,train
8074,train
8075,train
8076,test
8077,train
8078,train
8079,train
8080,train
8081,train
8082,valid
8083,valid
8084,train
8085,train
8086,train
8087,train
8088,train
8089,train
8090,train
8091,train
8092,valid
8093,train
8094,train
8095,train
8096,train
8097,train
8098,test
8099,train
8100,train
8101,test
8102,train
8103,train
8104,test
8105,train
8106,train
8107,train
8108,train
8109,train
8110,train
8111,train
8112,valid
8113,valid
8114,train
8115,train
8116,train
8117,train
8118,train
8119,train
8120,train
8121,train
8122,train
8123,train
8124,train
8125,valid
8126,valid
8127,train
8128,train
8129,train
8130,train
8131,train
8132,test
8133,train
8134,train
8135,train
8136,train
8137,train
8138,train
8139,test
8140,test
8141,train
8142,test
8143,train
8144,train
8145,train
8146,train
8147,train
8148,train
8149,train
8150,train
8151,train
8152,train
8153,test
8154,train
8155,test
8156,train
8157,test
8158,train
8159,train
8160,valid
8161,train
8162,train
8163,test
8164,train
8165,train
8166,train
8167,test
8168,train
8169,train
8170,train
8171,train
8172,train
8173,train
8174,train
8175,train
8176,train
8177,train
8178,train
8179,train
8180,train
8181,train
8182,train
8183,train
8184,valid
8185,train
8186,test
8187,train
8188,train
8189,train
8190,train
8191,train
8192,train
8193,train
8194,train
8195,valid
8196,train
8197,train
8198,train
8199,train
8200,valid
8201,train
8202,train
8203,train
8204,train
8205,train
8206,train
8207,train
8208,valid
8209,train
8210,train
8211,train
8212,train
8213,train
8214,train
8215,train
8216,train
8217,train
8218,train
8219,train
8220,train
8221,train
8222,train
8223,train
8224,test
8225,train
8226,train
8227,test
8228,valid
8229,valid
8230,train
8231,test
8232,train
8233,train
8234,valid
8235,valid
8236,train
8237,test
8238,train
8239,train
8240,valid
8241,test
8242,train
8243,valid
8244,train
8245,train
8246,train
8247,train
8248,train
8249,train
8250,train
8251,train
8252,train
8253,valid
8254,train
8255,train
8256,train
8257,train
8258,train
8259,train
8260,train
8261,train
8262,train
8263,test
8264,train
8265,valid
8266,train
8267,valid
8268,train
8269,valid
8270,train
8271,train
8272,valid
8273,test
8274,train
8275,train
8276,valid
8277,train
8278,train
8279,train
8280,train
8281,train
8282,test
8283,train
8284,train
8285,train
8286,valid
8287,train
8288,test
8289,valid
8290,train
8291,train
8292,train
8293,train
8294,train
8295,train
8296,train
8297,valid
8298,train
8299,train
8300,train
8301,train
8302,test
8303,train
8304,train
8305,valid
8306,train
8307,train
8308,train
8309,train
8310,train
8311,train
8312,valid
8313,train
8314,train
8315,train
8316,train
8317,train
8318,train
8319,train
8320,train
8321,train
8322,train
8323,train
8324,train
8325,valid
8326,train
8327,train
8328,train
8329,train
8330,train
8331,train
8332,train
8333,train
8334,train
8335,train
8336,train
8337,train
8338,train
8339,train
8340,train
8341,train
8342,train
8343,train
8344,train
8345,test
8346,train
8347,test
8348,train
8349,train
8350,train
8351,train
8352,train
8353,train
8354,train
8355,train
8356,train
8357,train
8358,valid
8359,train
8360,train
8361,test
8362,train
8363,valid
8364,train
8365,train
8366,valid
8367,train
8368,train
8369,train
8370,train
8371,train
8372,train
8373,train
8374,test
8375,train
8376,train
8377,test
8378,train
8379,train
8380,train
8381,train
8382,train
8383,valid
8384,train
8385,train
8386,train
8387,train
8388,test
8389,train
8390,train
8391,train
8392,train
8393,train
8394,train
8395,train
8396,train
8397,train
8398,train
8399,train
8400,train
8401,train
8402,train
8403,train
8404,train
8405,train
8406,train
8407,train
8408,train
8409,train
8410,train
8411,train
8412,train
8413,test
8414,train
8415,train
8416,test
8417,valid
8418,train
8419,train
8420,test
8421,train
8422,train
8423,train
8424,train
8425,train
8426,test
8427,train
8428,valid
8429,train
8430,train
8431,train
8432,train
8433,train
8434,train
8435,valid
8436,train
8437,train
8438,train
8439,train
8440,train
8441,train
8442,train
8443,valid
8444,train
8445,train
8446,train
8447,train
8448,train
8449,valid
8450,test
8451,train
8452,train
8453,train
8454,train
8455,train
8456,valid
8457,train
8458,train
8459,train
8460,train
8461,train
8462,train
8463,valid
8464,train
8465,train
8466,train
8467,test
8468,train
8469,train
8470,valid
8471,train
8472,train
8473,train
8474,valid
8475,test
8476,train
8477,train
8478,train
8479,train
8480,test
8481,train
8482,train
8483,train
8484,train
8485,train
8486,valid
8487,train
8488,test
8489,train
8490,valid
8491,train
8492,train
8493,train
8494,train
8495,train
8496,train
8497,train
8498,train
8499,train
8500,test
8501,train
8502,test
8503,train
8504,train
8505,valid
8506,train
8507,test
8508,train
8509,train
8510,train
8511,train
8512,train
8513,train
8514,train
8515,train
8516,train
8517,valid
8518,train
8519,train
8520,train
8521,train
8522,test
8523,train
8524,train
8525,train
8526,valid
8527,train
8528,test
8529,train
8530,train
8531,test
8532,train
8533,train
8534,train
8535,train
8536,train
8537,test
8538,train
8539,train
8540,train
8541,train
8542,train
8543,test
8544,train
8545,valid
8546,train
8547,train
8548,train
8549,train
8550,train
8551,train
8552,train
8553,train
8554,test
8555,train
8556,train
8557,train
8558,train
8559,train
8560,valid
8561,train
8562,train
8563,valid
8564,valid
8565,valid
8566,train
8567,train
8568,train
8569,test
8570,train
8571,valid
8572,valid
8573,train
8574,train
8575,train
8576,train
8577,train
8578,train
8579,valid
8580,train
8581,train
8582,train
8583,valid
8584,train
8585,train
8586,test
8587,train
8588,train
8589,train
8590,train
8591,train
8592,train
8593,train
8594,train
8595,train
8596,train
8597,train
8598,train
8599,train
8600,train
8601,train
8602,valid
8603,valid
8604,valid
8605,train
8606,train
8607,train
8608,train
8609,train
8610,test
8611,train
8612,train
8613,test
8614,train
8615,train
8616,train
8617,test
8618,train
8619,train
8620,train
8621,test
8622,test
8623,valid
8624,train
8625,test
8626,valid
8627,train
8628,train
8629,train
8630,valid
8631,test
8632,train
8633,train
8634,train
8635,test
8636,train
8637,train
8638,valid
8639,train
8640,valid
8641,train
8642,train
8643,train
8644,train
8645,test
8646,train
8647,train
8648,train
8649,valid
8650,train
8651,train
8652,train
8653,train
8654,train
8655,valid
8656,train
8657,valid
8658,valid
8659,train
8660,test
8661,train
8662,train
8663,train
8664,train
8665,train
8666,train
8667,train
8668,valid
8669,train
8670,test
8671,train
8672,train
8673,train
8674,train
8675,train
8676,train
8677,train
8678,train
8679,train
8680,test
8681,train
8682,test
8683,train
8684,test
8685,valid
8686,train
8687,train
8688,test
8689,train
8690,train
8691,train
8692,train
8693,train
8694,valid
8695,train
8696,train
8697,train
8698,train
8699,train
8700,train
8701,train
8702,valid
8703,train
8704,train
8705,train
8706,train
8707,train
8708,train
8709,valid
8710,train
8711,train
8712,train
8713,train
8714,train
8715,valid
8716,train
8717,valid
8718,train
8719,train
8720,train
8721,train
8722,train
8723,train
8724,train
8725,test
8726,valid
8727,train
8728,train
8729,train
8730,valid
8731,valid
8732,train
8733,train
8734,train
8735,train
8736,train
8737,train
8738,train
8739,train
8740,test
8741,train
8742,train
8743,train
8744,train
8745,train
8746,train
8747,train
8748,valid
8749,train
8750,valid
8751,train
8752,train
8753,train
8754,test
8755,test
8756,train
8757,train
8758,train
8759,test
8760,train
8761,train
8762,valid
8763,train
8764,train
8765,valid
8766,train
8767,train
8768,test
8769,train
8770,train
8771,train
8772,train
8773,train
8774,train
8775,train
8776,train
8777,train
8778,test
8779,train
8780,train
8781,valid
8782,train
8783,train
8784,train
8785,train
8786,train
8787,train
8788,test
8789,train
8790,train
8791,train
8792,train
8793,valid
8794,valid
8795,train
8796,train
8797,train
8798,train
8799,train
8800,train
8801,train
8802,train
8803,train
8804,train
8805,valid
8806,train
8807,train
8808,train
8809,valid
8810,train
8811,train
8812,valid
8813,train
8814,train
8815,train
8816,train
8817,train
8818,train
8819,train
8820,train
8821,train
8822,train
8823,valid
8824,train
8825,train
8826,valid
8827,train
8828,train
8829,train
8830,train
8831,valid
8832,train
8833,train
8834,train
8835,valid
8836,train
8837,train
8838,train
8839,train
8840,train
8841,train
8842,train
8843,train
8844,train
8845,train
8846,valid
8847,train
8848,train
8849,train
8850,train
8851,train
8852,train
8853,train
8854,train
8855,train
8856,train
8857,train
8858,train
8859,train
8860,test
8861,train
8862,train
8863,train
8864,test
8865,train
8866,train
8867,train
8868,valid
8869,train
8870,train
8871,train
8872,train
8873,train
8874,train
8875,train
8876,train
8877,train
8878,train
8879,valid
8880,train
8881,train
8882,train
8883,train
8884,train
8885,train
8886,train
8887,train
8888,train
8889,valid
8890,train
8891,train
8892,train
8893,train
8894,train
8895,train
8896,train
8897,train
8898,train
8899,train
8900,test
8901,train
8902,train
8903,train
8904,train
8905,test
8906,test
8907,valid
8908,train
8909,train
8910,train
8911,train
8912,train
8913,train
8914,train
8915,test
8916,train
8917,train
8918,train
8919,test
8920,train
8921,train
8922,train
8923,train
8924,valid
8925,train
8926,train
8927,train
8928,train
8929,train
8930,train
8931,train
8932,train
8933,train
8934,train
8935,train
8936,train
8937,train
8938,train
8939,train
8940,train
8941,train
8942,valid
8943,train
8944,train
8945,test
8946,train
8947,train
8948,train
8949,train
8950,train
8951,train
8952,test
8953,train
8954,test
8955,test
8956,train
8957,test
8958,valid
8959,train
8960,train
8961,train
8962,train
8963,train
8964,train
8965,train
8966,train
8967,test
8968,train
8969,train
8970,train
8971,valid
8972,train
8973,train
8974,train
8975,train
8976,train
8977,train
8978,train
8979,train
8980,valid
8981,train
8982,train
8983,train
8984,train
8985,train
8986,train
8987,train
8988,train
8989,train
8990,train
8991,train
8992,test
8993,train
8994,train
8995,train
8996,train
8997,train
8998,train
8999,train
9000,train
9001,train
9002,valid
9003,train
9004,train
9005,test
9006,train
9007,train
9008,train
9009,train
9010,train
9011,test
9012,valid
9013,train
9014,train
9015,train
9016,train
9017,train
9018,train
9019,train
9020,train
9021,train
9022,train
9023,train
9024,train
9025,train
9026,train
9027,train
9028,valid
9029,train
9030,train
9031,train
9032,train
9033,train
9034,train
9035,train
9036,train
9037,train
9038,test
9039,train
9040,train
9041,train
9042,train
9043,train
9044,train
9045,train
9046,train
9047,test
9048,train
9049,train
9050,train
9051,valid
9052,train
9053,train
9054,test
9055,valid
9056,train
9057,train
9058,train
9059,train
9060,train
9061,train
9062,train
9063,train
9064,valid
9065,train
9066,train
9067,train
9068,train
9069,valid
9070,train
9071,train
9072,train
9073,train
9074,train
9075,train
9076,train
9077,train
9078,test
9079,train
9080,train
9081,train
9082,train
9083,train
9084,train
9085,valid
9086,train
9087,train
9088,valid
9089,valid
9090,train
9091,train
9092,test
9093,train
9094,train
9095,train
9096,train
9097,test
9098,train
9099,train
9100,train
9101,test
9102,train
9103,train
9104,train
9105,train
9106,train
9107,test
9108,train
9109,train
9110,test
9111,train
9112,train
9113,train
9114,train
9115,train
9116,train
9117,train
9118,valid
9119,train
9120,test
9121,train
9122,valid
9123,train
9124,train
9125,train
9126,train
9127,train
9128,train
9129,train
9130,valid
9131,valid
9132,train
9133,train
9134,train
9135,train
9136,test
9137,train
9138,train
9139,train
9140,train
9141,train
9142,train
9143,train
9144,train
9145,train
9146,train
9147,train
9148,train
9149,valid
9150,train
9151,train
9152,train
9153,train
9154,train
9155,train
9156,train
9157,train
9158,train
9159,train
9160,valid
9161,train
9162,train
9163,valid
9164,train
9165,train
9166,train
9167,train
9168,train
9169,train
9170,train
9171,train
9172,train
9173,train
9174,train
9175,test
9176,test
9177,train
9178,train
9179,train
9180,train
9181,train
9182,train
9183,test
9184,train
9185,test
9186,valid
9187,train
9188,train
9189,train
9190,train
9191,train
9192,valid
9193,train
9194,train
9195,train
9196,train
9197,train
9198,train
9199,train
9200,train
9201,train
9202,train
9203,valid
9204,train
9205,train
9206,train
9207,train
9208,train
9209,train
9210,train
9211,train
9212,valid
9213,test
9214,test
9215,train
9216,train
9217,train
9218,train
9219,train
9220,train
9221,train
9222,train
9223,train
9224,train
9225,train
9226,train
9227,valid
9228,train
9229,train
9230,train
9231,train
9232,train
9233,train
9234,train
9235,test
9236,test
9237,train
9238,train
9239,train
9240,train
9241,valid
9242,train
9243,train
9244,train
9245,train
9246,train
9247,train
9248,train
9249,valid
9250,valid
9251,train
9252,valid
9253,train
9254,test
9255,valid
9256,train
9257,train
9258,train
9259,test
9260,train
9261,train
9262,test
9263,train
9264,train
9265,train
9266,valid
9267,train
9268,train
9269,train
9270,train
9271,valid
9272,train
9273,train
9274,train
9275,train
9276,valid
9277,train
9278,train
9279,train
9280,train
9281,train
9282,train
9283,train
9284,train
9285,train
9286,train
9287,train
9288,train
9289,valid
9290,train
9291,train
9292,train
9293,valid
9294,train
9295,train
9296,train
9297,train
9298,train
9299,train
9300,train
9301,train
9302,valid
9303,train
9304,train
9305,train
9306,train
9307,test
9308,train
9309,train
9310,train
9311,train
9312,train
9313,train
9314,train
9315,train
9316,train
9317,train
9318,train
9319,train
9320,train
9321,train
9322,test
9323,valid
9324,train
9325,train
9326,train
9327,train
9328,train
9329,train
9330,train
9331,valid
9332,train
9333,train
9334,valid
9335,test
9336,train
9337,train
9338,test
9339,train
9340,train
9341,train
9342,train
9343,train
9344,train
9345,train
9346,train
9347,train
9348,train
9349,test
9350,valid
9351,train
9352,train
9353,valid
9354,train
9355,train
9356,train
9357,test
9358,train
9359,test
9360,train
9361,train
9362,test
9363,train
9364,train
9365,train
9366,train
9367,train
9368,test
9369,train
9370,train
9371,train
9372,train
9373,train
9374,train
9375,train
9376,test
9377,train
9378,train
9379,train
9380,valid
9381,train
9382,train
9383,train
9384,train
9385,train
9386,train
9387,test
9388,test
9389,valid
9390,test
9391,train
9392,train
9393,train
9394,train
9395,test
9396,train
9397,train
9398,train
9399,train
9400,train
9401,train
9402,test
9403,train
9404,train
9405,train
9406,train
9407,train
9408,train
9409,train
9410,train
9411,train
9412,train
9413,valid
9414,test
9415,train
9416,valid
9417,train
9418,train
9419,train
9420,train
9421,train
9422,train
9423,train
9424,train
9425,train
9426,train
9427,train
9428,train
9429,train
9430,train
9431,test
9432,train
9433,train
9434,train
9435,valid
9436,train
9437,valid
9438,train
9439,train
9440,train
9441,train
9442,train
9443,train
9444,train
9445,train
9446,train
9447,train
9448,train
9449,train
9450,train
9451,train
9452,train
9453,train
9454,train
9455,train
9456,train
9457,test
9458,train
9459,train
9460,train
9461,train
9462,train
9463,train
9464,train
9465,train
9466,valid
9467,train
9468,train
9469,train
9470,train
9471,train
9472,train
9473,train
9474,train
9475,train
9476,train
9477,test
9478,train
9479,valid
9480,valid
9481,train
9482,valid
9483,train
9484,train
9485,train
9486,train
9487,test
9488,train
9489,train
9490,train
9491,train
9492,train
9493,train
9494,train
9495,train
9496,test
9497,train
9498,train
9499,train
9500,train
9501,test
9502,train
9503,train
9504,train
9505,train
9506,train
9507,train
9508,train
9509,train
9510,train
9511,valid
9512,train
9513,train
9514,train
9515,train
9516,train
9517,train
9518,train
9519,valid
9520,train
9521,train
9522,train
9523,train
9524,train
9525,train
9526,train
9527,train
9528,valid
9529,train
9530,test
9531,valid
9532,train
9533,train
9534,train
9535,train
9536,train
9537,train
9538,train
9539,train
9540,train
9541,train
9542,valid
9543,train
9544,train
9545,train
9546,train
9547,train
9548,train
9549,train
9550,train
9551,train
9552,train
9553,train
9554,train
9555,train
9556,train
9557,train
9558,train
9559,train
9560,train
9561,train
9562,train
9563,train
9564,train
9565,train
9566,train
9567,valid
9568,train
9569,train
9570,train
9571,train
9572,train
9573,train
9574,test
9575,train
9576,train
9577,test
9578,train
9579,train
9580,train
9581,train
9582,train
9583,train
9584,train
9585,train
9586,train
9587,train
9588,valid
9589,train
9590,train
9591,train
9592,train
9593,test
9594,train
9595,train
9596,valid
9597,train
9598,train
9599,valid
9600,train
9601,train
9602,train
9603,train
9604,train
9605,train
9606,train
9607,test
9608,test
9609,train
9610,train
9611,valid
9612,train
9613,test
9614,train
9615,train
9616,train
9617,train
9618,train
9619,test
9620,test
9621,train
9622,train
9623,test
9624,train
9625,train
9626,test
9627,train
9628,test
9629,train
9630,train
9631,test
9632,train
9633,test
9634,train
9635,test
9636,train
9637,train
9638,valid
9639,train
9640,train
9641,train
9642,train
9643,train
9644,train
9645,train
9646,train
9647,train
9648,train
9649,train
9650,train
9651,test
9652,valid
9653,test
9654,valid
9655,train
9656,train
9657,train
9658,valid
9659,train
9660,train
9661,train
9662,train
9663,train
9664,train
9665,valid
9666,train
9667,train
9668,test
9669,train
9670,train
9671,valid
9672,train
9673,train
9674,train
9675,train
9676,train
9677,valid
9678,train
9679,valid
9680,valid
9681,train
9682,train
9683,test
9684,test
9685,train
9686,train
9687,train
9688,train
9689,train
9690,train
9691,test
9692,train
9693,train
9694,train
9695,train
9696,train
9697,train
9698,train
9699,train
9700,train
9701,train
9702,train
9703,train
9704,train
9705,train
9706,train
9707,test
9708,train
9709,train
9710,train
9711,train
9712,train
9713,train
9714,train
9715,train
9716,train
9717,train
9718,train
9719,train
9720,train
9721,train
9722,valid
9723,train
9724,train
9725,valid
9726,train
9727,train
9728,train
9729,train
9730,test
9731,test
9732,train
9733,train
9734,train
9735,test
9736,train
9737,train
9738,train
9739,train
9740,train
9741,train
9742,valid
9743,train
9744,train
9745,train
9746,train
9747,train
9748,train
9749,valid
9750,train
9751,train
9752,train
9753,train
9754,train
9755,train
9756,train
9757,train
9758,test
9759,train
9760,train
9761,train
9762,train
9763,train
9764,test
9765,train
9766,train
9767,train
9768,train
9769,train
9770,train
9771,train
9772,train
9773,train
9774,train
9775,valid
9776,train
9777,train
9778,train
9779,train
9780,valid
9781,train
9782,train
9783,train
9784,train
9785,train
9786,train
9787,train
9788,train
9789,train
9790,train
9791,train
9792,train
9793,train
9794,train
9795,train
9796,valid
9797,valid
9798,train
9799,train
9800,train
9801,train
9802,train
9803,train
9804,train
9805,train
9806,test
9807,test
9808,train
9809,train
9810,train
9811,train
9812,train
9813,valid
9814,train
9815,train
9816,train
9817,train
9818,valid
9819,train
9820,train
9821,train
9822,train
9823,train
9824,train
9825,train
9826,valid
9827,train
9828,train
9829,test
9830,train
9831,train
9832,train
9833,train
9834,train
9835,train
9836,train
9837,valid
9838,train
9839,train
9840,train
9841,train
9842,train
9843,train
9844,train
9845,test
9846,train
9847,train
9848,train
9849,train
9850,train
9851,train
9852,valid
9853,test
9854,train
9855,train
9856,train
9857,train
9858,train
9859,train
9860,train
9861,train
9862,train
9863,train
9864,train
9865,train
9866,train
9867,train
9868,valid
9869,valid
9870,train
9871,valid
9872,train
9873,train
9874,valid
9875,train
9876,train
9877,train
9878,valid
9879,test
9880,train
9881,train
9882,valid
9883,train
9884,train
9885,train
9886,valid
9887,train
9888,train
9889,valid
9890,train
9891,train
9892,train
9893,train
9894,test
9895,train
9896,valid
9897,train
9898,train
9899,valid
9900,train
9901,train
9902,train
9903,train
9904,train
9905,train
9906,train
9907,valid
9908,train
9909,train
9910,train
9911,test
9912,train
9913,train
9914,valid
9915,valid
9916,test
9917,valid
9918,train
9919,train
9920,valid
9921,train
9922,train
9923,test
9924,train
9925,train
9926,train
9927,train
9928,train
9929,train
9930,train
9931,train
9932,train
9933,train
9934,test
9935,train
9936,train
9937,train
9938,train
9939,train
9940,train
9941,train
9942,train
9943,train
9944,train
9945,train
9946,train
9947,valid
9948,train
9949,test
9950,train
9951,test
9952,train
9953,train
9954,train
9955,train
9956,train
9957,train
9958,test
9959,test
9960,train
9961,train
9962,train
9963,train
9964,train
9965,train
9966,train
9967,train
9968,valid
9969,train
9970,train
9971,test
9972,train
9973,train
9974,train
9975,train
9976,train
9977,train
9978,train
9979,valid
9980,train
9981,test
9982,train
9983,train
9984,valid
9985,train
9986,train
9987,test
9988,train
9989,valid
9990,train
9991,train
9992,train
9993,train
9994,train
9995,valid
9996,train
9997,train
9998,valid
9999,test
10000,train
10001,train
10002,train
10003,train
10004,train
10005,train
10006,train
10007,train
10008,valid
10009,train
10010,train
10011,test
10012,train
10013,train
10014,train
10015,train
10016,train
10017,test
10018,train
10019,train
10020,test
10021,train
10022,train
10023,train
10024,train
10025,valid
10026,train
10027,train
10028,test
10029,train
10030,train
10031,test
10032,train
10033,train
10034,train
10035,valid
10036,train
10037,train
10038,train
10039,train
10040,train
10041,train
10042,train
10043,valid
10044,train
10045,valid
10046,train
10047,train
10048,train
10049,test
10050,train
10051,train
10052,train
10053,test
10054,train
10055,valid
10056,train
10057,train
10058,train
10059,test
10060,test
10061,train
10062,train
10063,train
10064,train
10065,test
10066,train
10067,train
10068,train
10069,train
10070,valid
10071,train
10072,train
10073,train
10074,train
10075,train
10076,test
10077,train
10078,train
10079,train
10080,train
10081,test
10082,train
10083,train
10084,train
10085,train
10086,train
10087,train
10088,train
10089,train
10090,train
10091,train
10092,train
10093,valid
10094,train
10095,train
10096,train
10097,train
10098,train
10099,train
10100,train
10101,train
10102,valid
10103,train
10104,train
10105,train
10106,train
10107,train
10108,train
10109,train
10110,train
10111,train
10112,train
10113,train
10114,train
10115,train
10116,train
10117,valid
10118,train
10119,train
10120,train
10121,valid
10122,train
10123,train
10124,train
10125,test
10126,train
10127,train
10128,train
10129,train
10130,train
10131,train
10132,train
10133,train
10134,train
10135,train
10136,train
10137,test
10138,train
10139,train
10140,train
10141,test
10142,train
10143,train
10144,valid
10145,test
10146,train
10147,train
10148,test
10149,train
10150,train
10151,train
10152,test
10153,train
10154,train
10155,train
10156,train
10157,train
10158,train
10159,valid
10160,valid
10161,train
10162,train
10163,train
10164,train
10165,train
10166,train
10167,test
10168,train
10169,train
10170,train
10171,train
10172,train
10173,train
10174,train
10175,train
10176,train
10177,train
10178,train
10179,test
10180,train
10181,train
10182,train
10183,train
10184,train
10185,test
10186,train
10187,valid
10188,train
10189,train
10190,train
10191,train
10192,valid
10193,train
10194,valid
10195,train
10196,valid
10197,train
10198,test
10199,train
10200,train
10201,train
10202,train
10203,train
10204,train
10205,valid
10206,train
10207,train
10208,valid
10209,train
10210,test
10211,valid
10212,train
10213,valid
10214,train
10215,train
10216,train
10217,train
10218,valid
10219,train
10220,train
10221,test
10222,train
10223,train
10224,train
10225,valid
10226,train
10227,train
10228,train
10229,train
10230,valid
10231,train
10232,train
10233,train
10234,train
10235,train
10236,train
10237,test
10238,train
10239,train
10240,test
10241,train
10242,test
10243,train
10244,train
10245,train
10246,train
10247,valid
10248,valid
10249,train
10250,train
10251,valid
10252,train
10253,train
10254,train
10255,test
10256,train
10257,train
10258,train
10259,train
10260,train
10261,train
10262,train
10263,train
10264,train
10265,train
10266,train
10267,train
10268,train
10269,train
10270,train
10271,train
10272,train
